原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
坚持需求导向和问题导向。科研选题是科技工作首先需要解决的问题。我多次讲，研究方向的选择要坚持需求导向，从国家急迫需要和长远需求出发，真正解决实际问题。恩格斯说：“社会一旦有技术上的需要，这种需要就会比十所大学更能把科学推向前进。”,需要,4,导向,导向,科技
,需求,3,需要,需要,技术
,问题,3,需求,需求,国家
,导向,3,比十所,比十所,科学
,解决,2,问题,问题,研究
,坚持,2,坚持,坚持,社会
,首先,1,选题,选题,坚持
,长远,1,解决,解决,问题
,选题,1,急迫,急迫,工作
,选择,1,更能,更能,需要
,这种,1,推向,推向,科研
,科研,1,恩格斯,恩格斯,需求
,科技,1,科研,科研,解决
,科学,1,长远,长远,导向
,社会,1,前进,前进,方向
,研究,1,,,
,真正,1,,,
,比十所,1,,,
,更能,1,,,
,方向,1,,,
,推向,1,,,
,技术,1,,,
,恩格斯,1,,,
,急迫,1,,,
,工作,1,,,
,就会,1,,,
,实际,1,,,
,大学,1,,,
,多次,1,,,
,国家,1,,,
,前进,1,,,
,出发,1,,,
,一旦,1,,,
,,,,,
当前，我国经济社会发展、民生改善、国防建设面临许多需要解决的现实问题。比如，农业方面，很多种子大量依赖国外，农产品种植和加工技术相对落后，一些地区农业面源污染、耕地重金属污染严重。工业方面，一些关键核心技术受制于人，部分关键元器件、零部件、原材料依赖进口。能源资源方面，石油对外依存度达到70%以上，油气勘探开发、新能源技术发展不足；水资源空间分布失衡，带来不少问题。社会方面，我国人口老龄化程度不断加深，人民对健康生活的要求不断提升，生物医药、医疗设备等领域科技发展滞后问题日益凸显。对能够快速突破、及时解决问题的技术，要抓紧推进；对属于战略性、需要久久为功的技术，要提前部署。,方面,4,方面,方面,科技
,问题,3,污染,污染,发展
,技术,3,技术,技术,技术
,发展,3,依赖,依赖,我国
,需要,2,关键,关键,领域
,污染,2,面源,面源,社会
,我国,2,70%,70%,关键
,农业,2,为功,为功,推进
,关键,2,问题,问题,农业
,依赖,2,发展,发展,突破
,不断,2,农业,农业,核心技术
,一些,2,人口老龄化,人口老龄化,资源
,领域,1,受制于人,受制于人,提升
,面源,1,国防建设,国防建设,问题
,面临,1,依存度,依存度,人民
,零部件,1,,,
,重金属,1,,,
,部署,1,,,
,部分,1,,,
,进口,1,,,
,达到,1,,,
,资源,1,,,
,设备,1,,,
,许多,1,,,
,解决问题,1,,,
,解决,1,,,
,要求,1,,,
,落后,1,,,
,能源技术,1,,,
,能源,1,,,
,能够,1,,,
,耕地,1,,,
,经济社会,1,,,
,突破,1,,,
,空间,1,,,
,程度,1,,,
,科技,1,,,
,种植,1,,,
,种子,1,,,
,社会,1,,,
,石油,1,,,
,相对,1,,,
,生物医药,1,,,
,生活,1,,,
,现实,1,,,
,滞后,1,,,
,油气,1,,,
,水资源,1,,,
,民生,1,,,
,比如,1,,,
,核心技术,1,,,
,日益,1,,,
,改善,1,,,
,提升,1,,,
,提前,1,,,
,推进,1,,,
,抓紧,1,,,
,战略性,1,,,
,快速,1,,,
,很多,1,,,
,当前,1,,,
,开发,1,,,
,带来,1,,,
,工业,1,,,
,属于,1,,,
,对外,1,,,
,失衡,1,,,
,大量,1,,,
,地区,1,,,
,国防建设,1,,,
,国外,1,,,
,受制于人,1,,,
,及时,1,,,
,原材料,1,,,
,医疗,1,,,
,勘探,1,,,
,加深,1,,,
,加工,1,,,
,分布,1,,,
,凸显,1,,,
,农产品,1,,,
,元器件,1,,,
,健康,1,,,
,依存度,1,,,
,以上,1,,,
,人民,1,,,
,人口老龄化,1,,,
,久久,1,,,
,为功,1,,,
,严重,1,,,
,不足,1,,,
,不少,1,,,
,70%,1,,,
,,,,,
整合优化科技资源配置。对科技创新来说，科技资源优化配置至关重要。“两弹一星”成功，有赖于一批领军人才，也有赖于我国强有力的组织系统。我们有大批科学家、院士，有世界级规模的科研人员和工程师队伍，要狠抓创新体系建设，进行优化组合，克服分散、低效、重复的弊端。要有一批帅才型科学家，发挥有效整合科研资源作用。要发挥企业技术创新主体作用，推动创新要素向企业集聚，促进产学研深度融合。要发挥我国社会主义制度能够集中力量办大事的优势，优化配置优势资源，推动重要领域关键核心技术攻关。要组建一批国家实验室，对现有国家重点实验室进行重组，形成我国实验室体系。要发挥高校在科研中的重要作用，调动各类科研院所的积极性，发挥人才济济、组织有序的优势，形成战略力量。,发挥,5,发挥,发挥,创新
,资源,3,实验室,实验室,科技
,科技,3,优化,优化,建设
,我国,3,一批,一批,国家
,实验室,3,有赖于,有赖于,推动
,创新,3,科技,科技,我国
,优化,3,创新,创新,我们
,优势,3,优势,优势,领域
,一批,3,资源,资源,人才
,重要,2,科研,科研,战略
,配置,2,我国,我国,企业
,进行,2,科学家,科学家,重要
,科研,2,整合,整合,体系
,科学家,2,帅才,帅才,关键
,有赖于,2,主体作用,主体作用,发挥
,整合,2,,,
,推动,2,,,
,形成,2,,,
,国家,2,,,
,作用,2,,,
,体系,2,,,
,企业,2,,,
,高校,1,,,
,领域,1,,,
,领军,1,,,
,集聚,1,,,
,集中力量,1,,,
,院士,1,,,
,队伍,1,,,
,重组,1,,,
,重点,1,,,
,重复,1,,,
,资源配置,1,,,
,调动,1,,,
,规模,1,,,
,要素,1,,,
,融合,1,,,
,至关重要,1,,,
,能够,1,,,
,组织系统,1,,,
,组织,1,,,
,组建,1,,,
,积极性,1,,,
,科研院所,1,,,
,科研人员,1,,,
,社会主义,1,,,
,现有,1,,,
,狠抓,1,,,
,深度,1,,,
,核心技术,1,,,
,来说,1,,,
,有效,1,,,
,有序,1,,,
,攻关,1,,,
,技术创新,1,,,
,战略,1,,,
,我们,1,,,
,成功,1,,,
,强有力,1,,,
,弊端,1,,,
,建设,1,,,
,帅才,1,,,
,工程师,1,,,
,大批,1,,,
,大事,1,,,
,各类,1,,,
,力量,1,,,
,制度,1,,,
,分散,1,,,
,关键,1,,,
,克服,1,,,
,促进,1,,,
,低效,1,,,
,优化组合,1,,,
,人才济济,1,,,
,人才,1,,,
,产学研,1,,,
,主体作用,1,,,
,两弹一星,1,,,
,世界级,1,,,
,,,,,
持之以恒加强基础研究。基础研究是科技创新的源头。我国基础研究虽然取得显著进步，但同国际先进水平的差距还是明显的。我国面临的很多“卡脖子”技术问题，根子是基础理论研究跟不上，源头和底层的东西没有搞清楚。基础研究一方面要遵循科学发现自身规律，以探索世界奥秘的好奇心来驱动，鼓励自由探索和充分的交流辩论；另一方面要通过重大科技问题带动，在重大应用研究中抽象出理论问题，进而探索科学规律，使基础研究和应用研究相互促进。要明确我国基础研究领域方向和发展目标，久久为功，持续不断坚持下去。要加大基础研究投入，首先是国家财政要加大投入力度，同时要引导企业和金融机构以适当形式加大支持，鼓励社会以捐赠和建立基金等方式多渠道投入，扩大资金来源，形成持续稳定投入机制。对开展基础研究有成效的科研单位和企业，要在财政、金融、税收等方面给予必要政策支持。要创造有利于基础研究的良好科研生态，建立健全科学评价体系、激励机制，鼓励广大科研人员解放思想、大胆创新，让科学家潜心搞研究。要办好一流学术期刊和各类学术平台，加强国内国际学术交流。,研究,13,研究,研究,创新
,基础,9,基础,基础,科技
,投入,4,投入,投入,发展
,鼓励,3,探索,探索,技术
,问题,3,鼓励,鼓励,国家
,科学,3,加大,加大,我国
,探索,3,科学,科学,加强
,我国,3,源头,源头,科学
,加大,3,我国,我国,领域
,重大,2,卡脖子,卡脖子,世界
,财政,2,学术期刊,学术期刊,企业
,规律,2,财政,财政,研究
,科技,2,规律,规律,国际
,源头,2,但同,但同,基础
,支持,2,为功,为功,体系
,持续,2,,,
,应用,2,,,
,国际,2,,,
,加强,2,,,
,创新,2,,,
,企业,2,,,
,驱动,1,,,
,首先,1,,,
,领域,1,,,
,面临,1,,,
,金融机构,1,,,
,金融,1,,,
,遵循,1,,,
,通过,1,,,
,适当,1,,,
,进而,1,,,
,进步,1,,,
,还是,1,,,
,辩论,1,,,
,跟不上,1,,,
,资金来源,1,,,
,评价,1,,,
,解放思想,1,,,
,虽然,1,,,
,良好,1,,,
,自身,1,,,
,自由,1,,,
,给予,1,,,
,稳定,1,,,
,税收,1,,,
,科研单位,1,,,
,科研人员,1,,,
,科研,1,,,
,科学家,1,,,
,社会,1,,,
,相互促进,1,,,
,目标,1,,,
,生态,1,,,
,理论,1,,,
,激励机制,1,,,
,潜心,1,,,
,没有,1,,,
,水平,1,,,
,根子,1,,,
,机制,1,,,
,有利于,1,,,
,显著,1,,,
,明确,1,,,
,明显,1,,,
,方面,1,,,
,方式,1,,,
,方向,1,,,
,政策,1,,,
,搞清楚,1,,,
,捐赠,1,,,
,持之以恒,1,,,
,抽象,1,,,
,技术,1,,,
,扩大,1,,,
,成效,1,,,
,必要,1,,,
,很多,1,,,
,形成,1,,,
,形式,1,,,
,引导,1,,,
,开展,1,,,
,建立健全,1,,,
,建立,1,,,
,底层,1,,,
,广大,1,,,
,平台,1,,,
,带动,1,,,
,差距,1,,,
,学术期刊,1,,,
,学术交流,1,,,
,学术,1,,,
,好奇心,1,,,
,奥秘,1,,,
,大胆,1,,,
,多渠道,1,,,
,基金,1,,,
,基础理论,1,,,
,坚持下去,1,,,
,国家,1,,,
,国内,1,,,
,同时,1,,,
,各类,1,,,
,另一方面,1,,,
,取得,1,,,
,发现,1,,,
,发展,1,,,
,卡脖子,1,,,
,办好,1,,,
,力度,1,,,
,创造,1,,,
,先进,1,,,
,充分,1,,,
,体系,1,,,
,但同,1,,,
,交流,1,,,
,久久,1,,,
,为功,1,,,
,东西,1,,,
,世界,1,,,
,不断,1,,,
,一流,1,,,
,一方面,1,,,
,,,,,
加强创新人才教育培养。人才是第一资源。国家科技创新力的根本源泉在于人。十年树木，百年树人。要把教育摆在更加重要位置，全面提高教育质量，注重培养学生创新意识和创新能力。要加强数学、物理、化学、生物等基础学科建设，鼓励具备条件的高校积极设置基础研究、交叉学科相关学科专业，加强基础学科本科生培养，探索基础学科本硕博连读培养模式。要加强基础学科拔尖学生培养，在数理化生等学科建设一批基地，吸引最优秀的学生投身基础研究。要加强高校基础研究，布局建设前沿科学中心，发展新型研究型大学。要尊重人才成长规律和科研活动自身规律，培养造就一批具有国际水平的战略科技人才、科技领军人才、创新团队。要高度重视青年科技人才成长，使他们成为科技创新主力军。要面向世界汇聚一流人才，吸引海外高端人才，为海外科学家在华工作提供具有国际竞争力和吸引力的环境条件。,培养,5,基础学科,基础学科,创新
,加强,5,培养,培养,科技
,基础学科,4,加强,加强,发展
,创新,4,人才,人才,建设
,人才,4,创新,创新,国家
,科技,3,科技人才,科技人才,加强
,研究,3,科技,科技,人才
,学生,3,学生,学生,战略
,基础,3,高校,高校,研究
,高校,2,基础,基础,国际
,规律,2,百年树人,百年树人,重要
,科技人才,2,创新力,创新力,基础
,海外,2,研究,研究,资源
,教育,2,一流人才,一流人才,工作
,成长,2,一批,一批,成为
,建设,2,,,
,国际,2,,,
,吸引,2,,,
,具有,2,,,
,一批,2,,,
,鼓励,1,,,
,高端,1,,,
,高度重视,1,,,
,领军,1,,,
,面向世界,1,,,
,青年,1,,,
,重要,1,,,
,造就,1,,,
,连读,1,,,
,资源,1,,,
,质量,1,,,
,设置,1,,,
,自身,1,,,
,第一,1,,,
,竞争力,1,,,
,积极,1,,,
,科研活动,1,,,
,科学家,1,,,
,研究型,1,,,
,相关,1,,,
,百年树人,1,,,
,生等,1,,,
,生物,1,,,
,环境,1,,,
,物理,1,,,
,源泉,1,,,
,注重,1,,,
,汇聚,1,,,
,水平,1,,,
,模式,1,,,
,根本,1,,,
,条件,1,,,
,本科生,1,,,
,本硕博,1,,,
,更加,1,,,
,新型,1,,,
,数理化,1,,,
,数学,1,,,
,教育培养,1,,,
,摆在,1,,,
,提供,1,,,
,探索,1,,,
,拔尖,1,,,
,投身,1,,,
,战略,1,,,
,成为,1,,,
,意识,1,,,
,布局,1,,,
,工作,1,,,
,尊重人才,1,,,
,学科建设,1,,,
,学科专业,1,,,
,大学,1,,,
,基地,1,,,
,在于,1,,,
,国家,1,,,
,团队,1,,,
,吸引力,1,,,
,发展,1,,,
,十年树木,1,,,
,化学,1,,,
,前沿科学,1,,,
,创新能力,1,,,
,创新力,1,,,
,具备条件,1,,,
,全面提高,1,,,
,位置,1,,,
,优秀,1,,,
,他们,1,,,
,交叉学科,1,,,
,主力军,1,,,
,中心,1,,,
,一流人才,1,,,
,,,,,
依靠改革激发科技创新活力。我国科技队伍蕴藏着巨大创新潜能，关键是要通过深化科技体制改革把这种潜能有效释放出来。转变政府职能是科技改革的重要任务。我们很多产业链供应链都需要科技解决方案，能够提供这种解决方案的只能是奋战在一线的千千万万科技工作者和市场主体，政府要做的是为他们创造良好环境、提供基础条件，发挥好组织协调作用。要加快科技管理职能转变，把更多精力从分钱、分物、定项目转到定战略、定方针、定政策和创造环境、搞好服务上来。要加快推进科研院所改革，赋予高校、科研机构更大自主权，给予创新领军人才更大技术路线决定权和经费使用权，坚决破除“唯论文、唯职称、唯学历、唯奖项”。要整合财政科研投入体制，改变部门分割、小而散的状态。对大家提出的加强科技力量统筹问题，我们将通盘研究考虑。,科技,6,科技,科技,创新
,改革,4,改革,改革,科技
,创新,3,潜能,潜能,技术
,这种,2,创新,创新,加快
,转变,2,解决方案,解决方案,我国
,解决方案,2,科技队伍,科技队伍,加强
,潜能,2,更大,更大,我们
,更大,2,转变,转变,人才
,提供,2,分物,分物,战略
,我们,2,小而散,小而散,研究
,加快,2,科技体制,科技体制,重要
,创造,2,创造,创造,基础
,高校,1,加快,加快,关键
,领军,1,通盘,通盘,推进
,项目,1,组织协调,组织协调,发挥
,需要,1,,,
,问题,1,,,
,重要,1,,,
,释放出来,1,,,
,部门,1,,,
,通过,1,,,
,通盘,1,,,
,转到,1,,,
,路线,1,,,
,赋予,1,,,
,财政,1,,,
,论文,1,,,
,蕴藏,1,,,
,良好环境,1,,,
,自主权,1,,,
,能够,1,,,
,职能,1,,,
,职称,1,,,
,考虑,1,,,
,统筹,1,,,
,给予,1,,,
,经费,1,,,
,组织协调,1,,,
,精力,1,,,
,管理,1,,,
,科研院所,1,,,
,科研机构,1,,,
,科研,1,,,
,科技队伍,1,,,
,科技体制,1,,,
,破除,1,,,
,研究,1,,,
,环境,1,,,
,状态,1,,,
,激发,1,,,
,深化,1,,,
,活力,1,,,
,条件,1,,,
,服务,1,,,
,有效,1,,,
,方针,1,,,
,整合,1,,,
,政策,1,,,
,政府职能,1,,,
,政府,1,,,
,改变,1,,,
,搞好,1,,,
,提出,1,,,
,推进,1,,,
,投入,1,,,
,技术,1,,,
,战略,1,,,
,我国,1,,,
,很多,1,,,
,市场主体,1,,,
,巨大,1,,,
,工作者,1,,,
,小而散,1,,,
,学历,1,,,
,奖项,1,,,
,奋战,1,,,
,大家,1,,,
,基础,1,,,
,坚决,1,,,
,只能,1,,,
,发挥,1,,,
,千千万万,1,,,
,加强,1,,,
,力量,1,,,
,分钱,1,,,
,分物,1,,,
,分割,1,,,
,决定权,1,,,
,关键,1,,,
,依靠,1,,,
,供应链,1,,,
,使用权,1,,,
,作用,1,,,
,体制,1,,,
,任务,1,,,
,他们,1,,,
,人才,1,,,
,产业链,1,,,
,上来,1,,,
,一线,1,,,
,,,,,
加强国际科技合作。国际科技合作是大趋势。我们要更加主动地融入全球创新网络，在开放合作中提升自身科技创新能力。越是面临封锁打压，越不能搞自我封闭、自我隔绝，而是要实施更加开放包容、互惠共享的国际科技合作战略。一方面，要坚持把自己的事情办好，持续提升科技自主创新能力，在一些优势领域打造“长板”，夯实国际合作基础。另一方面，要以更加开放的思维和举措推进国际科技交流合作。在当前形势下，要务实推进全球疫情防控和公共卫生领域国际科技合作，开展药物、疫苗、检测等领域的研究合作。要聚焦气候变化、人类健康等共性问题，加强同各国科研人员的联合研发。要逐步放开在我国境内设立国际科技组织、外籍科学家在我国科技学术组织任职，使我国成为全球科技开放合作的广阔舞台。,科技,9,科技,科技,创新
,合作,9,合作,合作,科技
,国际,7,国际,国际,我国
,开放,4,开放,开放,加强
,领域,3,创新能力,创新能力,我们
,更加,3,领域,领域,合作
,我国,3,更加,更加,领域
,全球,3,我国,我国,战略
,自我,2,全球,全球,研究
,组织,2,自我,自我,国际
,提升,2,科技交流,科技交流,自主
,推进,2,长板,长板,基础
,加强,2,推进,推进,推进
,创新能力,2,提升,提升,坚持
,面临,1,加强,加强,全球
,隔绝,1,,,
,防控,1,,,
,问题,1,,,
,长板,1,,,
,逐步,1,,,
,趋势,1,,,
,越是,1,,,
,设立,1,,,
,融入,1,,,
,药物,1,,,
,舞台,1,,,
,自身,1,,,
,自己,1,,,
,自主,1,,,
,聚焦,1,,,
,联合,1,,,
,而是,1,,,
,网络,1,,,
,科研人员,1,,,
,科技交流,1,,,
,科学家,1,,,
,研究,1,,,
,研发,1,,,
,疫苗,1,,,
,疫情,1,,,
,气候变化,1,,,
,检测,1,,,
,放开,1,,,
,持续,1,,,
,打造,1,,,
,打压,1,,,
,战略,1,,,
,我们,1,,,
,成为,1,,,
,思维,1,,,
,形势,1,,,
,当前,1,,,
,开展,1,,,
,广阔,1,,,
,封闭,1,,,
,封锁,1,,,
,实施,1,,,
,学术,1,,,
,夯实,1,,,
,外籍,1,,,
,境内,1,,,
,基础,1,,,
,坚持,1,,,
,各国,1,,,
,另一方面,1,,,
,包容,1,,,
,务实,1,,,
,办好,1,,,
,创新,1,,,
,共性,1,,,
,共享,1,,,
,公共卫生,1,,,
,健康,1,,,
,优势,1,,,
,任职,1,,,
,人类,1,,,
,互惠,1,,,
,事情,1,,,
,举措,1,,,
,主动,1,,,
,不能,1,,,
,一方面,1,,,
,一些,1,,,
,,,,,
科学成就离不开精神支撑。科学家精神是科技工作者在长期科学实践中积累的宝贵精神财富。新中国成立以来，广大科技工作者在祖国大地上树立起一座座科技创新的丰碑，也铸就了独特的精神气质。去年5月，党中央专门出台了《关于进一步弘扬科学家精神加强作风和学风建设的意见》，要求大力弘扬胸怀祖国、服务人民的爱国精神，勇攀高峰、敢为人先的创新精神，追求真理、严谨治学的求实精神，淡泊名利、潜心研究的奉献精神，集智攻关、团结协作的协同精神，甘为人梯、奖掖后学的育人精神。广大科技工作者要肩负起历史赋予的科技创新重任。,精神,7,精神,精神,创新
,科技,5,科技,科技,科技
,工作者,3,工作者,工作者,建设
,创新,3,弘扬,弘扬,加强
,科学家,2,创新,创新,科学
,弘扬,2,胸怀祖国,胸怀祖国,中国
,广大,2,求实精神,求实精神,工作者
,集智,1,科学家,科学家,人民
,长期,1,勇攀高峰,勇攀高峰,广大
,铸就,1,人梯,人梯,支撑
,重任,1,敢为人先,敢为人先,科学家
,追求真理,1,广大,广大,精神
,进一步,1,科学实践,科学实践,服务
,赋予,1,育人,育人,攻关
,要求,1,集智,集智,进一步
,胸怀祖国,1,,,
,育人,1,,,
,肩负起,1,,,
,精神财富,1,,,
,积累,1,,,
,科学实践,1,,,
,科学,1,,,
,离不开,1,,,
,祖国,1,,,
,甘为,1,,,
,独特,1,,,
,爱国精神,1,,,
,潜心研究,1,,,
,淡泊名利,1,,,
,治学,1,,,
,求实精神,1,,,
,气质,1,,,
,树立,1,,,
,服务,1,,,
,敢为人先,1,,,
,攻关,1,,,
,支撑,1,,,
,成立,1,,,
,成就,1,,,
,意见,1,,,
,建设,1,,,
,宝贵,1,,,
,学风,1,,,
,奖掖,1,,,
,奉献精神,1,,,
,大力,1,,,
,地上,1,,,
,团结,1,,,
,后学,1,,,
,去年,1,,,
,历史,1,,,
,协同,1,,,
,协作,1,,,
,勇攀高峰,1,,,
,加强,1,,,
,出台,1,,,
,关于,1,,,
,党中央,1,,,
,作风,1,,,
,以来,1,,,
,人民,1,,,
,人梯,1,,,
,丰碑,1,,,
,中国,1,,,
,严谨,1,,,
,专门,1,,,
,一座座,1,,,
,,,,,
科学无国界，科学家有祖国。我国科技事业取得的历史性成就，是一代又一代矢志报国的科学家前赴后继、接续奋斗的结果。从李四光、钱学森、钱三强、邓稼先等一大批老一辈科学家，到陈景润、黄大年、南仁东等一大批新中国成立后成长起来的杰出科学家，都是爱国科学家的典范。希望广大科技工作者不忘初心、牢记使命，秉持国家利益和人民利益至上，继承和发扬老一辈科学家胸怀祖国、服务人民的优秀品质，弘扬“两弹一星”精神，主动肩负起历史重任，把自己的科学追求融入建设社会主义现代化国家的伟大事业中去。,科学家,6,科学家,科学家,科技
,老一辈,2,老一辈,老一辈,建设
,科学,2,一大批,一大批,国家
,国家,2,一代,一代,我国
,利益,2,胸怀祖国,胸怀祖国,科学
,人民,2,初心,初心,中国
,一大批,2,无国界,无国界,工作者
,一代,2,黄大年,黄大年,人民
,黄大年,1,南仁东,南仁东,广大
,陈景润,1,陈景润,陈景润,科学家
,钱学森,1,优秀品质,优秀品质,精神
,钱三强,1,利益,利益,取得
,重任,1,科技事业,科技事业,服务
,邓稼先,1,两弹一星,两弹一星,现代化
,追求,1,前赴后继,前赴后继,希望
,起来,1,,,
,融入,1,,,
,至上,1,,,
,自己,1,,,
,胸怀祖国,1,,,
,肩负起,1,,,
,继承,1,,,
,结果,1,,,
,精神,1,,,
,科技事业,1,,,
,科技,1,,,
,秉持,1,,,
,祖国,1,,,
,社会主义,1,,,
,矢志,1,,,
,现代化,1,,,
,牢记,1,,,
,爱国,1,,,
,杰出,1,,,
,李四光,1,,,
,服务,1,,,
,无国界,1,,,
,接续,1,,,
,报国,1,,,
,我国,1,,,
,成长,1,,,
,成立,1,,,
,成就,1,,,
,弘扬,1,,,
,建设,1,,,
,广大,1,,,
,希望,1,,,
,工作者,1,,,
,奋斗,1,,,
,取得,1,,,
,发扬,1,,,
,历史性,1,,,
,历史,1,,,
,南仁东,1,,,
,前赴后继,1,,,
,初心,1,,,
,典范,1,,,
,使命,1,,,
,伟大事业,1,,,
,优秀品质,1,,,
,主动,1,,,
,中国,1,,,
,两弹一星,1,,,
,不忘,1,,,
,,,,,
科技创新特别是原始创新要有创造性思辨的能力、严格求证的方法，不迷信学术权威，不盲从既有学说，敢于大胆质疑，认真实证，不断试验。原创一般来自假设和猜想，是一个不断观察、思考、假设、实验、求证、归纳的复杂过程，而不是简单的归纳。假设和猜想的创新性至关重要。爱因斯坦说过：“提出一个问题往往比解决一个问题更重要。”如果选不准，即使花费很大精力，也很难做出成果。广大科技工作者要树立敢于创造的雄心壮志，敢于提出新理论、开辟新领域、探索新路径，在独创独有上下功夫。要多出高水平的原创成果，为不断丰富和发展科学体系作出贡献。科学研究特别是基础研究的出发点往往是科学家探究自然奥秘的好奇心。从实践看，凡是取得突出成就的科学家都是凭借执着的好奇心、事业心，终身探索成就事业的。有研究表明，科学家的优势不仅靠智力，更主要的是专注和勤奋，经过长期探索而在某个领域形成优势。要鼓励科技工作者专注于自己的科研事业，勤奋钻研，不慕虚荣，不计名利。要广泛宣传科技工作者勇于探索、献身科学的生动事迹。好奇心是人的天性，对科学兴趣的引导和培养要从娃娃抓起，使他们更多了解科学知识，掌握科学方法，形成一大批具备科学家潜质的青少年群体。,科技,4,好奇心,好奇心,创新
,科学家,4,科学家,科学家,科技
,科学,4,工作者,工作者,发展
,敢于,3,敢于,敢于,科学
,探索,3,科技,科技,领域
,工作者,3,科学,科学,研究
,好奇心,3,假设,假设,重要
,假设,3,探索,探索,基础
,一个,3,求证,求证,体系
,领域,2,勤奋,勤奋,优势
,问题,2,归纳,归纳,问题
,研究,2,专注,专注,工作者
,猜想,2,猜想,猜想,形成
,特别,2,成果,成果,能力
,求证,2,成就,成就,不断
,方法,2,,,
,提出,2,,,
,成果,2,,,
,成就,2,,,
,往往,2,,,
,形成,2,,,
,归纳,2,,,
,原创,2,,,
,勤奋,2,,,
,创新,2,,,
,优势,2,,,
,事业,2,,,
,专注,2,,,
,不断,2,,,
,鼓励,1,,,
,高水平,1,,,
,青少年,1,,,
,雄心壮志,1,,,
,长期,1,,,
,钻研,1,,,
,重要,1,,,
,迷信,1,,,
,过程,1,,,
,路径,1,,,
,质疑,1,,,
,试验,1,,,
,认真,1,,,
,解决,1,,,
,观察,1,,,
,表明,1,,,
,虚荣,1,,,
,花费,1,,,
,至关重要,1,,,
,自然,1,,,
,自己,1,,,
,能力,1,,,
,群体,1,,,
,经过,1,,,
,终身,1,,,
,精力,1,,,
,简单,1,,,
,突出,1,,,
,科研,1,,,
,科学研究,1,,,
,科学知识,1,,,
,盲从,1,,,
,生动,1,,,
,理论,1,,,
,献身,1,,,
,独有,1,,,
,独创,1,,,
,爱因斯坦,1,,,
,潜质,1,,,
,树立,1,,,
,某个,1,,,
,来自,1,,,
,智力,1,,,
,既有,1,,,
,探究,1,,,
,掌握,1,,,
,抓起,1,,,
,执着,1,,,
,思辨,1,,,
,思考,1,,,
,很大,1,,,
,引导,1,,,
,开辟,1,,,
,广泛,1,,,
,广大,1,,,
,宣传,1,,,
,实验,1,,,
,实践,1,,,
,实证,1,,,
,学说,1,,,
,学术权威,1,,,
,娃娃,1,,,
,如果,1,,,
,奥秘,1,,,
,天性,1,,,
,大胆,1,,,
,多出,1,,,
,复杂,1,,,
,基础,1,,,
,培养,1,,,
,名利,1,,,
,取得,1,,,
,发展,1,,,
,原始,1,,,
,即使,1,,,
,勇于探索,1,,,
,创造性,1,,,
,创造,1,,,
,创新性,1,,,
,出发点,1,,,
,凭借,1,,,
,凡是,1,,,
,具备,1,,,
,兴趣,1,,,
,做出,1,,,
,作出贡献,1,,,
,体系,1,,,
,他们,1,,,
,事迹,1,,,
,事业心,1,,,
,了解,1,,,
,主要,1,,,
,严格,1,,,
,不计,1,,,
,不是,1,,,
,不断丰富,1,,,
,不慕,1,,,
,不准,1,,,
,不仅,1,,,
,下功夫,1,,,
,一般,1,,,
,一大批,1,,,
,,,,,
各级党委和政府以及各级领导干部要认真贯彻党中央关于科技创新的决策部署，落实好创新驱动发展战略，尊重劳动、尊重知识、尊重人才、尊重创造，遵循科学发展规律，推动科技创新成果不断涌现，并转化为现实生产力。领导干部要加强对新科学知识的学习，关注全球科技发展趋势。,科技,3,科技,科技,创新
,创新,3,创新,创新,科技
,领导,2,尊重,尊重,发展
,干部,2,干部,干部,推动
,尊重,2,尊重人才,尊重人才,加强
,发展,2,尊重知识,尊重知识,科学
,驱动,1,领导,领导,战略
,部署,1,各级党委,各级党委,全球
,遵循,1,认真贯彻,认真贯彻,成果
,转化,1,不断涌现,不断涌现,创造
,认真贯彻,1,科学知识,科学知识,转化
,规律,1,党中央,党中央,驱动
,落实,1,发展趋势,发展趋势,政府
,科学知识,1,遵循,遵循,领导
,科学,1,发展,发展,规律
,生产力,1,,,
,现实,1,,,
,政府,1,,,
,推动,1,,,
,战略,1,,,
,成果,1,,,
,尊重知识,1,,,
,尊重人才,1,,,
,学习,1,,,
,各级党委,1,,,
,各级,1,,,
,发展趋势,1,,,
,劳动,1,,,
,加强,1,,,
,创造,1,,,
,决策,1,,,
,关注,1,,,
,关于,1,,,
,全球,1,,,
,党中央,1,,,
,以及,1,,,
,不断涌现,1,,,
,,,,,
马克思讲过：“在科学上没有平坦的大道，只有不畏劳苦沿着陡峭山路攀登的人，才有希望达到光辉的顶点。”我相信，我国广大科学家和科技工作者有信心、有意志、有能力登上科学高峰，为实现中华民族伟大复兴、为推动构建人类命运共同体作出应有贡献！,科学,2,科学,科学,科技
,高峰,1,不畏,不畏,推动
,马克思,1,劳苦,劳苦,我国
,顶点,1,攀登,攀登,科学
,陡峭,1,顶点,顶点,实现
,达到,1,讲过,讲过,人类
,贡献,1,共同体,共同体,工作者
,讲过,1,陡峭,陡峭,能力
,能力,1,山路,山路,广大
,科技,1,光辉,光辉,科学家
,科学家,1,中华民族,中华民族,构建
,相信,1,工作者,工作者,希望
,登上,1,复兴,复兴,贡献
,沿着,1,马克思,马克思,作出
,没有,1,构建,构建,中华民族
,构建,1,,,
,攀登,1,,,
,推动,1,,,
