原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,人才,8,人才,人才,科技
,创新,6,创新,创新,人才
,科技,5,科技,科技,体系
,贡献,2,科技人才,科技人才,工作者
,论文,2,论文,论文,形成
,科技人才,2,团队,团队,创新能力
,科学家,2,科学家,科学家,科学家
,改变,2,做法,做法,改革
,团队,2,奖励制度,奖励制度,机制
,制度,2,贡献,贡献,完善
,做法,2,繁文缛节,繁文缛节,制度
,不能,2,改变,改变,贡献
,静态,1,潜心研究,潜心研究,实施
,释放,1,制度,制度,作为
,通过,1,,,
,适应,1,,,
,资金,1,,,
,质量,1,,,
,评审,1,,,
,认可,1,,,
,规律,1,,,
,要求,1,,,
,职称,1,,,
,耽误,1,,,
,结果,1,,,
,繁文缛节,1,,,
,精力,1,,,
,管理制度,1,,,
,符合,1,,,
,相结合,1,,,
,现象,1,,,
,片面,1,,,
,潜心研究,1,,,
,满天飞,1,,,
,活力,1,,,
,注重,1,,,
,永久,1,,,
,标签,1,,,
,标准,1,,,
,机制,1,,,
,有利于,1,,,
,无穷的,1,,,
,数量,1,,,
,改革,1,,,
,报表,1,,,
,手脚,1,,,
,所有,1,,,
,得到,1,,,
,形成,1,,,
,建立健全,1,,,
,应接不暇,1,,,
,帽子,1,,,
,工作者,1,,,
,尊重,1,,,
,导向,1,,,
,审批,1,,,
,实际,1,,,
,实施,1,,,
,完善,1,,,
,学历,1,,,
,奖励制度,1,,,
,回报,1,,,
,名目繁多,1,,,
,合理,1,,,
,各类,1,,,
,参与者,1,,,
,创新能力,1,,,
,作为,1,,,
,体系,1,,,
,优秀,1,,,
,仍然,1,,,
,个人,1,,,
,严重,1,,,
,专利,1,,,
,不合理,1,,,
,,,,,
创新之道，唯在得人。得人之要，必广其途以储之。要营造良好创新环境，加快形成有利于人才成长的培养机制、有利于人尽其才的使用机制、有利于竞相成长各展其能的激励机制、有利于各类人才脱颖而出的竞争机制，培植好人才成长的沃土，让人才根系更加发达，一茬接一茬茁壮成长。要尊重人才成长规律，解决人才队伍结构性矛盾，构建完备的人才梯次结构，培养造就一大批具有国际水平的战略科技人才、科技领军人才、青年科技人才和创新团队。要加强人才投入，优化人才政策，营造有利于创新创业的政策环境，构建有效的引才用才机制，形成天下英才聚神州、万类霜天竞自由的创新局面！,人才,8,人才,人才,创新
,有利于,5,有利于,有利于,科技
,创新,5,创新,创新,加快
,成长,4,成长,成长,加强
,机制,3,科技人才,科技人才,人才
,营造,2,一茬,一茬,战略
,科技人才,2,机制,机制,国际
,环境,2,营造,营造,形成
,构建,2,构建,构建,具有
,政策,2,培养,培养,水平
,形成,2,尊重人才,尊重人才,机制
,培养,2,人尽其才,人尽其才,更加
,一茬,2,霜天,霜天,构建
,领军,1,唯在,唯在,环境
,青年,1,必广其途,必广其途,投入
,霜天,1,,,
,造就,1,,,
,解决,1,,,
,规律,1,,,
,茁壮成长,1,,,
,英才,1,,,
,良好,1,,,
,自由,1,,,
,脱颖而出,1,,,
,结构性,1,,,
,结构,1,,,
,竞相,1,,,
,竞争机制,1,,,
,科技,1,,,
,神州,1,,,
,矛盾,1,,,
,激励机制,1,,,
,沃土,1,,,
,水平,1,,,
,梯次,1,,,
,根系,1,,,
,有效,1,,,
,更加,1,,,
,投入,1,,,
,战略,1,,,
,必广其途,1,,,
,引才,1,,,
,局面,1,,,
,尊重人才,1,,,
,完备,1,,,
,天下,1,,,
,培植,1,,,
,国际,1,,,
,团队,1,,,
,唯在,1,,,
,各类,1,,,
,各展,1,,,
,发达,1,,,
,加快,1,,,
,加强,1,,,
,创业,1,,,
,具有,1,,,
,其能,1,,,
,使用,1,,,
,优化,1,,,
,以储,1,,,
,人才队伍,1,,,
,人尽其才,1,,,
,之道,1,,,
,一大批,1,,,
,,,,,
中国科学院、中国工程院是国家科学技术界和工程科技界的最高学术机构，是科技大师荟萃之地。长期以来，中国科学院、中国工程院团结带领包括院士在内的广大科技工作者，以实现国家富强、民族振兴、人民幸福为己任，着力攻克关键核心技术，破解创新发展难题，在重大科技领域不断取得突破，为我国科技事业发展作出了突出贡献。中国科学院、中国工程院要继续发挥国家战略科技力量的作用，同全国科技力量一道，把握好世界科技发展大势，围绕建设世界科技强国，敏锐抓住科技革命方向，大力推动科技跨越发展，勇攀科技高峰。,科技,9,科技,科技,创新
,发展,4,中国工程院,中国工程院,科技
,国家,3,中国科学院,中国科学院,发展
,中国科学院,3,发展,发展,建设
,中国工程院,3,国家,国家,国家
,力量,2,勇攀,勇攀,推动
,世界,2,科技领域,科技领域,我国
,高峰,1,科技事业,科技事业,世界
,革命,1,力量,力量,战略
,难题,1,科技界,科技界,实现
,院士,1,己任,己任,关键
,长期以来,1,荟萃,荟萃,重大
,重大,1,突出贡献,突出贡献,发挥
,跨越,1,富强,富强,突破
,荟萃,1,核心技术,核心技术,核心技术
,继续,1,,,
,突破,1,,,
,突出贡献,1,,,
,科技领域,1,,,
,科技界,1,,,
,科技事业,1,,,
,科学技术,1,,,
,破解,1,,,
,着力,1,,,
,民族,1,,,
,核心技术,1,,,
,机构,1,,,
,最高,1,,,
,方向,1,,,
,敏锐,1,,,
,攻克,1,,,
,推动,1,,,
,振兴,1,,,
,抓住,1,,,
,把握,1,,,
,战略,1,,,
,我国,1,,,
,强国,1,,,
,建设,1,,,
,广大,1,,,
,幸福,1,,,
,带领,1,,,
,己任,1,,,
,工程,1,,,
,工作者,1,,,
,富强,1,,,
,实现,1,,,
,学术,1,,,
,大师,1,,,
,大势,1,,,
,大力,1,,,
,在内,1,,,
,围绕,1,,,
,团结,1,,,
,取得,1,,,
,发挥,1,,,
,包括,1,,,
,勇攀,1,,,
,创新,1,,,
,关键,1,,,
,全国,1,,,
,作用,1,,,
,作出,1,,,
,人民,1,,,
,之地,1,,,
,不断,1,,,
,一道,1,,,
,,,,,
中国科学院、中国工程院是国家高端智库。多年来，中国科学院、中国工程院围绕事关国计民生的重大战略问题，紧扣国家发展新战略新形势新需求，组织广大院士开展战略咨询工作，得到了党中央高度认可。我看过两院院士提交的很多意见和建议，都给我留下了深刻印象。要继续发挥院士群体的智力优势，开展前瞻性、针对性、储备性战略研究，提高综合研判和战略谋划能力，提出专业化、建设性、切实管用的意见和建议，为推进党和国家科学决策、民主决策、依法决策，推进国家治理体系和治理能力现代化贡献更多智慧和力量！,战略,5,战略,战略,发展
,院士,3,院士,院士,国家
,国家,3,中国工程院,中国工程院,战略
,能力,2,中国科学院,中国科学院,研究
,治理,2,治理,治理,体系
,推进,2,开展,开展,推进
,意见,2,国家,国家,重大
,开展,2,意见,意见,发挥
,建议,2,推进,推进,提高
,中国科学院,2,科学决策,科学决策,优势
,中国工程院,2,民主决策,民主决策,问题
,高端,1,建议,建议,工作
,高度,1,智库,智库,能力
,需求,1,紧扣,紧扣,广大
,问题,1,能力,能力,组织
,针对性,1,,,
,重大,1,,,
,贡献,1,,,
,谋划,1,,,
,认可,1,,,
,群体,1,,,
,综合,1,,,
,继续,1,,,
,组织,1,,,
,紧扣,1,,,
,管用,1,,,
,科学决策,1,,,
,研究,1,,,
,研判,1,,,
,看过,1,,,
,留下,1,,,
,现代化,1,,,
,深刻印象,1,,,
,民主决策,1,,,
,智慧,1,,,
,智库,1,,,
,智力,1,,,
,提高,1,,,
,提出,1,,,
,提交,1,,,
,得到,1,,,
,很多,1,,,
,形势,1,,,
,建设性,1,,,
,广大,1,,,
,工作,1,,,
,多年,1,,,
,国计民生,1,,,
,围绕,1,,,
,咨询,1,,,
,发挥,1,,,
,发展,1,,,
,力量,1,,,
,前瞻性,1,,,
,切实,1,,,
,决策,1,,,
,党和国家,1,,,
,党中央,1,,,
,储备,1,,,
,依法,1,,,
,体系,1,,,
,优势,1,,,
,事关,1,,,
,两院,1,,,
,专业化,1,,,
,,,,,
两院院士是国家的财富、人民的骄傲、民族的光荣。长期以来，一代又一代科学家怀着深厚的爱国主义情怀，凭借深厚的学术造诣、宽广的科学视角，为祖国和人民作出了彪炳史册的重大贡献。祖国大地上一座座科技创新的丰碑，凝结着广大院士的心血和汗水。我们的很多院士都具有“先天下之忧而忧，后天下之乐而乐”的深厚情怀，都是“干惊天动地事，做隐姓埋名人”的民族英雄！,院士,3,深厚,深厚,创新
,深厚,3,院士,院士,科技
,祖国,2,情怀,情怀,国家
,情怀,2,祖国,祖国,我们
,人民,2,一代,一代,科学
,一代,2,彪炳史册,彪炳史册,人民
,骄傲,1,后天下之乐而乐,后天下之乐而乐,广大
,隐姓埋名,1,先天下之忧而忧,先天下之忧而忧,具有
,长期以来,1,丰碑,丰碑,科学家
,重大贡献,1,隐姓埋名,隐姓埋名,院士
,造诣,1,人民,人民,作出
,财富,1,一座座,一座座,民族
,视角,1,惊天动地,惊天动地,学术
,科技,1,视角,视角,祖国
,科学家,1,重大贡献,重大贡献,很多
,科学,1,,,
,爱国主义,1,,,
,汗水,1,,,
,民族英雄,1,,,
,民族,1,,,
,我们,1,,,
,惊天动地,1,,,
,怀着,1,,,
,心血,1,,,
,很多,1,,,
,彪炳史册,1,,,
,广大,1,,,
,宽广,1,,,
,学术,1,,,
,地上,1,,,
,国家,1,,,
,后天下之乐而乐,1,,,
,创新,1,,,
,凭借,1,,,
,凝结,1,,,
,具有,1,,,
,光荣,1,,,
,先天下之忧而忧,1,,,
,作出,1,,,
,丰碑,1,,,
,两院,1,,,
,一座座,1,,,
,,,,,
一代人有一代人的奋斗，一个时代有一个时代的担当。荣誉意味着责任和担当，党和人民对广大院士寄予了殷切的期望。科技创新大潮澎湃，千帆竞发勇进者胜。希望广大院士弘扬科学报国的光荣传统，追求真理、勇攀高峰的科学精神，勇于创新、严谨求实的学术风气，把个人理想自觉融入国家发展伟业，在科学前沿孜孜求索，在重大科技领域不断取得突破。,科学,3,一代人,一代人,创新
,院士,2,担当,担当,科技
,时代,2,科学,科学,发展
,担当,2,院士,院士,国家
,广大,2,千帆竞发,千帆竞发,科学
,一代人,2,勇攀高峰,勇攀高峰,重大
,一个,2,广大,广大,突破
,风气,1,勇进者,勇进者,不断
,重大,1,孜孜,孜孜,广大
,追求真理,1,科技领域,科技领域,精神
,责任,1,求实,求实,取得
,融入,1,时代,时代,希望
,荣誉,1,勇于创新,勇于创新,院士
,自觉,1,追求真理,追求真理,一个
,精神,1,求索,求索,前沿
,突破,1,,,
,科技领域,1,,,
,科技,1,,,
,理想,1,,,
,澎湃,1,,,
,求索,1,,,
,求实,1,,,
,殷切,1,,,
,期望,1,,,
,报国,1,,,
,意味着,1,,,
,弘扬,1,,,
,希望,1,,,
,寄予,1,,,
,学术,1,,,
,孜孜,1,,,
,奋斗,1,,,
,大潮,1,,,
,国家,1,,,
,取得,1,,,
,发展,1,,,
,千帆竞发,1,,,
,勇进者,1,,,
,勇攀高峰,1,,,
,勇于创新,1,,,
,前沿,1,,,
,创新,1,,,
,党和人民,1,,,
,光荣传统,1,,,
,伟业,1,,,
,个人,1,,,
,严谨,1,,,
,不断,1,,,
,,,,,
古人说：“人必其自爱也，而后人爱诸；人必其自敬也，而后人敬诸。”希望广大院士善养浩然正气，培育和践行社会主义核心价值观，坚守院士称号学术性、荣誉性的本质，传播真理、传播真知，崇德向善、见贤思齐，言为士则、行为世范，提携后学、甘当人梯，在全社会树立良好道德风尚。要发挥院士制度凝才聚智的导向性作用，不拘一格降人才，使院士制度成为引导我国科技创新人才健康成长的强大正能量！,院士,4,院士,院士,创新
,而后,2,人必,人必,科技
,制度,2,而后,而后,我国
,传播,2,见贤思齐,见贤思齐,人才
,人才,2,人才,人才,社会
,人必,2,传播,传播,发挥
,道德风尚,1,人梯,人梯,作用
,践行,1,人爱,人爱,广大
,言为士,1,自敬,自敬,成为
,见贤思齐,1,人敬,人敬,希望
,行为,1,善养,善养,培育
,荣誉性,1,言为士,言为士,制度
,良好,1,世范,世范,院士
,自爱,1,凝才,凝才,社会主义
,自敬,1,聚智,聚智,引导
,能量,1,,,
,聚智,1,,,
,称号,1,,,
,科技,1,,,
,社会主义,1,,,
,社会,1,,,
,真知,1,,,
,真理,1,,,
,甘当,1,,,
,浩然正气,1,,,
,核心,1,,,
,树立,1,,,
,本质,1,,,
,提携,1,,,
,我国,1,,,
,成为,1,,,
,强大,1,,,
,引导,1,,,
,广大,1,,,
,希望,1,,,
,崇德,1,,,
,导向性,1,,,
,学术性,1,,,
,培育,1,,,
,坚守,1,,,
,善养,1,,,
,向善,1,,,
,古人,1,,,
,发挥,1,,,
,创新,1,,,
,凝才,1,,,
,健康成长,1,,,
,作用,1,,,
,价值观,1,,,
,人爱,1,,,
,人梯,1,,,
,人敬,1,,,
,世范,1,,,
,不拘一格,1,,,
,,,,,
青年是祖国的前途、民族的希望、创新的未来。青年一代有理想、有本领、有担当，科技就有前途，创新就有希望。“人材者，求之则愈出，置之则愈匮。”希望广大院士关心和爱护青年人才，把发现、培养青年人才作为一项重要责任，为青年人才施展才干提供更多机会和更大舞台。各级党委和政府要以识才的慧眼、爱才的诚意、用才的胆识、容才的雅量、聚才的良方，放手使用优秀青年人才，为青年人才成才铺路搭桥，让他们成为有思想、有情怀、有责任、有担当的社会主义建设者和接班人。,青年,5,人才,人才,创新
,人才,5,青年,青年,科技
,希望,3,担当,担当,人才
,责任,2,希望,希望,重要
,担当,2,前途,前途,广大
,前途,2,爱才,爱才,成为
,创新,2,责任,责任,希望
,青年一代,1,求之则,求之则,提供
,雅量,1,愈出,愈出,培养
,院士,1,识才,识才,院士
,铺路,1,容才,容才,作为
,重要,1,聚才,聚才,政府
,诚意,1,雅量,雅量,社会主义
,识才,1,优秀青年,优秀青年,未来
,良方,1,青年一代,青年一代,民族
,舞台,1,,,
,胆识,1,,,
,聚才,1,,,
,科技,1,,,
,祖国,1,,,
,社会主义,1,,,
,理想,1,,,
,爱护,1,,,
,爱才,1,,,
,求之则,1,,,
,民族,1,,,
,机会,1,,,
,本领,1,,,
,未来,1,,,
,施展,1,,,
,政府,1,,,
,放手,1,,,
,搭桥,1,,,
,提供,1,,,
,接班人,1,,,
,才干,1,,,
,成才,1,,,
,成为,1,,,
,慧眼,1,,,
,愈出,1,,,
,情怀,1,,,
,思想,1,,,
,建设者,1,,,
,广大,1,,,
,容才,1,,,
,培养,1,,,
,各级党委,1,,,
,发现,1,,,
,关心,1,,,
,使用,1,,,
,作为,1,,,
,优秀青年,1,,,
,他们,1,,,
,人材,1,,,
,一项,1,,,
,,,,,
当科学家是无数中国孩子的梦想，我们要让科技工作成为富有吸引力的工作、成为孩子们尊崇向往的职业，给孩子们的梦想插上科技的翅膀，让未来祖国的科技天地群英荟萃，让未来科学的浩瀚星空群星闪耀！,科技,3,科技,科技,科技
,孩子,3,孩子,孩子,我们
,梦想,2,梦想,梦想,科学
,未来,2,群英荟萃,群英荟萃,中国
,成为,2,群星,群星,工作
,工作,2,浩瀚,浩瀚,成为
,闪耀,1,闪耀,闪耀,科学家
,职业,1,插上,插上,未来
,翅膀,1,星空,星空,祖国
,群英荟萃,1,未来,未来,梦想
,群星,1,尊崇,尊崇,职业
,科学家,1,向往,向往,浩瀚
,科学,1,工作,工作,吸引力
,祖国,1,翅膀,翅膀,向往
,浩瀚,1,成为,成为,孩子
,星空,1,,,
,无数,1,,,
,插上,1,,,
,我们,1,,,
,尊崇,1,,,
,富有,1,,,
,天地,1,,,
,吸引力,1,,,
,向往,1,,,
,中国,1,,,
,,,,,
香港拥有较雄厚的科技基础，拥有众多爱国爱港的高素质科技人才，这是我国实施创新驱动发展战略、建设创新型国家的一支重要力量。长期以来，香港科技界为香港和国家发展作出了重要贡献。,香港,3,香港,香港,创新
,重要,2,爱港,爱港,科技
,拥有,2,拥有,拥有,发展
,国家,2,科技人才,科技人才,建设
,发展,2,科技界,科技界,国家
,高素质,1,高素质,高素质,我国
,驱动,1,雄厚,雄厚,战略
,雄厚,1,创新型,创新型,重要
,长期以来,1,重要,重要,基础
,这是,1,国家,国家,力量
,贡献,1,长期以来,长期以来,驱动
,科技界,1,爱国,爱国,创新型
,科技人才,1,发展,发展,贡献
,科技,1,驱动,驱动,实施
,爱港,1,一支,一支,作出
,爱国,1,,,
,战略,1,,,
,我国,1,,,
,建设,1,,,
,实施,1,,,
,基础,1,,,
,力量,1,,,
,创新型,1,,,
,创新,1,,,
,作出,1,,,
,众多,1,,,
,一支,1,,,
,,,,,
要促进香港同内地加强科技合作，支持香港成为国际创新科技中心，发挥内地和香港各自的科技优势，为香港和内地经济发展、民生改善作出贡献，是在香港实行“一国两制”的题中应有之义。要重视香港院士来信反映的问题，抓紧研究制定具体政策，合理予以解决，以支持香港科技界为我们建设科技强国、为实现中华民族伟大复兴贡献力量。,香港,7,香港,香港,创新
,科技,4,科技,科技,科技
,内地,3,内地,内地,发展
,支持,2,一国两制,一国两制,建设
,院士,1,科技界,科技界,经济
,问题,1,支持,支持,加强
,重视,1,贡献力量,贡献力量,我们
,贡献力量,1,作出贡献,作出贡献,合作
,解决,1,之义,之义,研究
,经济,1,来信,来信,国际
,科技界,1,抓紧,抓紧,实现
,研究,1,中华民族,中华民族,发挥
,民生,1,强国,强国,优势
,来信,1,复兴,复兴,促进
,政策,1,应有,应有,问题
,改善,1,,,
,抓紧,1,,,
,我们,1,,,
,成为,1,,,
,强国,1,,,
,建设,1,,,
,应有,1,,,
,实行,1,,,
,实现,1,,,
,复兴,1,,,
,国际,1,,,
,合理,1,,,
,合作,1,,,
,各自,1,,,
,发挥,1,,,
,发展,1,,,
,反映,1,,,
,加强,1,,,
,制定,1,,,
,创新,1,,,
,具体,1,,,
,促进,1,,,
,作出贡献,1,,,
,伟大,1,,,
,优势,1,,,
,予以,1,,,
,之义,1,,,
,中心,1,,,
,中华民族,1,,,
,一国两制,1,,,
,,,,,
建设海洋强国，我一直有这样一个信念。发展海洋经济、海洋科研是推动我们强国战略很重要的一个方面，一定要抓好。关键的技术要靠我们自主来研发，海洋经济的发展前途无量。,海洋,4,海洋,海洋,发展
,经济,2,强国,强国,技术
,我们,2,前途无量,前途无量,建设
,强国,2,抓好,抓好,经济
,发展,2,信念,信念,推动
,一个,2,科研,科研,我们
,重要,1,发展,发展,战略
,这样,1,经济,经济,自主
,自主,1,我们,我们,重要
,科研,1,研发,研发,关键
,研发,1,自主,自主,方面
,方面,1,关键,关键,研发
,推动,1,战略,战略,科研
,抓好,1,一个,一个,强国
,技术,1,推动,推动,海洋
,战略,1,,,
,建设,1,,,
,前途无量,1,,,
,关键,1,,,
,信念,1,,,
,一直,1,,,
,一定,1,,,
,,,,,
建设海洋强国，必须进一步关心海洋、认识海洋、经略海洋，加快海洋科技创新步伐。,海洋,5,海洋,海洋,创新
,进一步,1,经略,经略,科技
,认识,1,强国,强国,建设
,经略,1,步伐,步伐,加快
,科技,1,关心,关心,必须
,步伐,1,加快,加快,强国
,必须,1,科技,科技,海洋
,强国,1,创新,创新,进一步
,建设,1,认识,认识,认识
,加快,1,建设,建设,关心
,创新,1,进一步,进一步,步伐
,关心,1,必须,必须,经略
,,,,,
海洋经济、海洋科技将来是一个重要主攻方向，从陆域到海域都有我们未知的领域，有很大的潜力。,海洋,2,海洋,海洋,科技
,领域,1,陆域,陆域,经济
,陆域,1,主攻,主攻,我们
,重要,1,未知,未知,领域
,经济,1,海域,海域,重要
,科技,1,潜力,潜力,海洋
,潜力,1,将来,将来,一个
,海域,1,科技,科技,方向
,未知,1,领域,领域,潜力
,方向,1,方向,方向,主攻
,我们,1,很大,很大,未知
,很大,1,重要,重要,很大
,将来,1,经济,经济,陆域
,主攻,1,我们,我们,海域
,一个,1,一个,一个,将来
,,,,,
要坚持走自主创新之路，要有这么一股劲，要有这样的坚定信念和追求，不断在关键核心技术研发上取得新突破。,追求,1,坚定信念,坚定信念,创新
,这样,1,一股劲,一股劲,自主
,这么,1,核心技术,核心技术,关键
,自主,1,研发,研发,坚持
,突破,1,自主,自主,突破
,研发,1,追求,追求,核心技术
,核心技术,1,关键,关键,不断
,坚持,1,坚持,坚持,研发
,坚定信念,1,创新,创新,取得
,取得,1,突破,突破,这样
,创新,1,取得,取得,追求
,关键,1,不断,不断,这么
,不断,1,这么,这么,坚定信念
,一股劲,1,这样,这样,一股劲
,,,,,
国有企业特别是中央所属国有企业，一定要加强自主创新能力，研发和掌握更多的国之重器。,国有企业,2,国有企业,国有企业,加强
,重器,1,重器,重器,自主
,自主,1,创新能力,创新能力,创新能力
,研发,1,所属,所属,研发
,特别,1,研发,研发,掌握
,掌握,1,自主,自主,特别
,所属,1,掌握,掌握,一定
,加强,1,加强,加强,中央
,创新能力,1,中央,中央,重器
,中央,1,特别,特别,国有企业
,一定,1,一定,一定,所属
,,,,,
基础的、核心的东西是讨不来买不来的，要靠我们自力更生、自主创新来实现。我看你们有这个信心，希望你们迎难而上、再接再厉。,你们,2,讨不来,讨不来,创新
,这个,1,迎难而上,迎难而上,我们
,迎难而上,1,再接再厉,再接再厉,自主
,讨不来,1,自力更生,自力更生,基础
,自力更生,1,你们,你们,实现
,自主,1,不来,不来,希望
,核心,1,自主,自主,这个
,我们,1,信心,信心,核心
,希望,1,核心,核心,你们
,实现,1,创新,创新,信心
,基础,1,希望,希望,东西
,创新,1,东西,东西,自力更生
,再接再厉,1,基础,基础,迎难而上
,信心,1,实现,实现,再接再厉
,东西,1,这个,这个,讨不来
,不来,1,,,
,,,,,
要坚持把发展基点放在创新上，发挥我国社会主义制度能够集中力量办大事的制度优势，大力培育创新优势企业，塑造更多依靠创新驱动、更多发挥先发优势的引领型发展。,创新,3,创新,创新,创新
,优势,3,优势,优势,发展
,发挥,2,发挥,发挥,我国
,发展,2,制度,制度,企业
,制度,2,先发,先发,坚持
,驱动,1,集中力量,集中力量,发挥
,集中力量,1,塑造,塑造,优势
,能够,1,基点,基点,培育
,社会主义,1,引领,引领,引领
,放在,1,培育,培育,驱动
,我国,1,发展,发展,制度
,引领,1,驱动,驱动,社会主义
,大力,1,大力,大力,大力
,大事,1,社会主义,社会主义,依靠
,塑造,1,大事,大事,能够
,基点,1,,,
,培育,1,,,
,坚持,1,,,
,先发,1,,,
,依靠,1,,,
,企业,1,,,
,,,,,
要坚持腾笼换鸟、凤凰涅槃的思路，推动产业优化升级，推动创新驱动发展，推动基础设施提升，推动海洋强省建设，推动深化改革开放，推动高质量发展取得有效进展。,推动,6,推动,推动,创新
,发展,2,腾笼,腾笼,发展
,高质量,1,强省,强省,建设
,驱动,1,涅槃,涅槃,推动
,进展,1,深化改革,深化改革,产业
,腾笼,1,高质量,高质量,坚持
,深化改革,1,凤凰,凤凰,提升
,涅槃,1,基础设施,基础设施,取得
,海洋,1,发展,发展,驱动
,有效,1,驱动,驱动,开放
,提升,1,思路,思路,海洋
,思路,1,优化,优化,优化
,强省,1,升级,升级,高质量
,开放,1,开放,开放,基础设施
,建设,1,海洋,海洋,有效
,基础设施,1,,,
,坚持,1,,,
,取得,1,,,
,升级,1,,,
,创新,1,,,
,凤凰,1,,,
,优化,1,,,
,产业,1,,,
,,,,,
随着创新发展理念日益深入人心、创新驱动发展战略不断推进，中国科技创新的脚步更加稳健。我们始终把满足人民对美好生活的向往作为科技创新的出发点和落脚点。,创新,4,创新,创新,创新
,科技,2,科技,科技,科技
,发展,2,美好生活,美好生活,发展
,驱动,1,落脚点,落脚点,我们
,随着,1,深入人心,深入人心,中国
,落脚点,1,出发点,出发点,战略
,脚步,1,向往,向往,推进
,美好生活,1,发展,发展,人民
,稳健,1,驱动,驱动,不断
,理念,1,理念,理念,更加
,满足,1,脚步,脚步,驱动
,深入人心,1,稳健,稳健,作为
,更加,1,日益,日益,理念
,日益,1,始终,始终,日益
,推进,1,满足,满足,美好生活
,战略,1,,,
,我们,1,,,
,始终,1,,,
,向往,1,,,
,出发点,1,,,
,作为,1,,,
,人民,1,,,
,中国,1,,,
,不断,1,,,
,,,,,
要牢牢抓住互联互通这个“龙头”。中方愿参与阿拉伯国家有关港口和未来阿拉伯铁路网建设，支持阿方构建连接中亚和东非、沟通印度洋和地中海的黄金枢纽物流网。我们要携手打造蓝色经济通道，共建海洋合作中心，促进海洋产业发展，提升海洋公共服务能力。要共建“一带一路”空间信息走廊，发展航天合作，推动中国北斗导航系统和气象遥感卫星技术服务阿拉伯国家建设。,阿拉伯,3,阿拉伯,阿拉伯,发展
,海洋,3,海洋,海洋,技术
,建设,2,共建,共建,建设
,合作,2,物流网,物流网,经济
,发展,2,空间信息,空间信息,国家
,共建,2,阿方,阿方,推动
,龙头,1,合作,合作,产业
,黄金,1,互联互通,互联互通,我们
,阿方,1,建设,建设,合作
,铁路网,1,北斗,北斗,中国
,遥感,1,铁路网,铁路网,提升
,通道,1,遥感,遥感,促进
,连接,1,导航系统,导航系统,能力
,这个,1,公共服务,公共服务,支持
,走廊,1,东非,东非,服务
,蓝色,1,,,
,航天,1,,,
,能力,1,,,
,经济,1,,,
,空间信息,1,,,
,物流网,1,,,
,牢牢,1,,,
,港口,1,,,
,沟通,1,,,
,气象,1,,,
,枢纽,1,,,
,构建,1,,,
,未来,1,,,
,服务,1,,,
,支持,1,,,
,携手,1,,,
,提升,1,,,
,推动,1,,,
,抓住,1,,,
,技术,1,,,
,打造,1,,,
,我们,1,,,
,导航系统,1,,,
,地中海,1,,,
,国家有关,1,,,
,国家,1,,,
,参与,1,,,
,印度洋,1,,,
,卫星,1,,,
,北斗,1,,,
,公共服务,1,,,
,促进,1,,,
,产业,1,,,
,互联互通,1,,,
,中方,1,,,
,中心,1,,,
,中国,1,,,
,中亚,1,,,
,东非,1,,,
,一路,1,,,
,一带,1,,,
,,,,,
要积极推动油气合作、低碳能源合作“双轮”转动。我们要继续推进“油气+”合作模式，深化石油、天然气勘探、开采、炼化、储运等全产业链合作，要顺应全球能源革命、绿色低碳产业蓬勃发展，加强和平利用核能、太阳能、风能、水电等领域合作，共同构建油气牵引、核能跟进、清洁能源提速的中阿能源合作格局，打造互惠互利、长期友好的中阿能源战略合作关系。,合作,7,合作,合作,推动
,能源,5,能源,能源,加强
,油气,3,油气,油气,产业
,核能,2,低碳,低碳,我们
,低碳,2,核能,核能,合作
,风能,1,炼化,炼化,领域
,领域,1,储运,储运,战略
,顺应,1,互惠互利,互惠互利,推进
,革命,1,和平利用,和平利用,全球
,长期,1,双轮,双轮,积极
,转动,1,蓬勃发展,蓬勃发展,革命
,跟进,1,风能,风能,构建
,蓬勃发展,1,提速,提速,深化
,绿色,1,顺应,顺应,共同
,继续,1,勘探,勘探,打造
,积极,1,,,
,石油,1,,,
,牵引,1,,,
,炼化,1,,,
,清洁,1,,,
,深化,1,,,
,水电,1,,,
,模式,1,,,
,格局,1,,,
,构建,1,,,
,提速,1,,,
,推进,1,,,
,推动,1,,,
,打造,1,,,
,战略,1,,,
,我们,1,,,
,开采,1,,,
,太阳能,1,,,
,天然气,1,,,
,和平利用,1,,,
,双轮,1,,,
,友好,1,,,
,勘探,1,,,
,加强,1,,,
,关系,1,,,
,共同,1,,,
,全球,1,,,
,储运,1,,,
,产业链,1,,,
,产业,1,,,
,互惠互利,1,,,
,,,,,
要努力实现金融合作、高新技术合作“两翼”齐飞。我们要研究如何发挥好高新技术的驱动作用和金融合作的服务支撑作用，为共建“一带一路”做好短期配合和长期配套，探索适合中东需求、体现中东特色的金融、科技合作模式。,合作,4,合作,合作,科技
,金融,3,高新技术,高新技术,我们
,高新技术,2,金融,金融,合作
,作用,2,中东,中东,研究
,中东,2,齐飞,齐飞,发挥
,齐飞,1,共建,共建,作用
,驱动,1,努力实现,努力实现,支撑
,需求,1,作用,作用,服务
,长期,1,两翼,两翼,驱动
,配套,1,配套,配套,探索
,配合,1,驱动,驱动,需求
,适合,1,探索,探索,模式
,科技,1,适合,适合,特色
,研究,1,特色,特色,高新技术
,短期,1,一路,一路,长期
,特色,1,,,
,模式,1,,,
,服务,1,,,
